,Month,Age,Survival,Segment Rate (Annual),Discount Factor,PV of Payment
47,48,58.976,0.9894105577955667,0.045,0.8355514596642605,4299.651501319585
48,49,59.0594,0.989109925102095,0.045,0.8324298477352533,4282.286476639429
49,50,59.1427,0.9887974609006741,0.045,0.8293198981173135,4264.94015780374
50,51,59.226,0.9884849966992532,0.045,0.8262215672401629,4247.66367978271
51,52,59.3094,0.9881725324978322,0.045,0.823134811696302,4230.45676284052
52,53,59.3927,0.9878600682964113,0.045,0.8200595882404005,4213.319128356715
53,54,59.476,0.9875476040949903,0.045,0.8169958537886929,4196.2504988217825
54,55,59.5594,0.9872351398935694,0.045,0.8139435654183741,4179.250597832736
55,56,59.6427,0.9869226756921485,0.045,0.810902680366998,4162.319150088723
56,57,59.726,0.9866102114907276,0.045,0.8078731560318785,4145.4558813866415
57,58,59.8094,0.9862977472893066,0.045,0.8048549499694929,4128.660518616792
58,59,59.8927,0.9859852830878857,0.045,0.8018480198948872,4111.932789758523
59,60,59.976,0.9856728188864647,0.045,0.7988523236810832,4095.2724238759124
60,61,60.0594,0.9853295970928518,0.049600000000000005,0.7775450541141444,3984.6538980662103
61,62,60.1427,0.9849739658960491,0.049600000000000005,0.7743444304682091,3966.8195449089667
62,63,60.226,0.9846183346992464,0.049600000000000005,0.7711569816108842,3949.064499223017
63,64,60.3094,0.9842627035024436,0.049600000000000005,0.7679826533105341,3931.388410285398
64,65,60.3927,0.9839070723056409,0.049600000000000005,0.7648213915587578,3913.7909289167364
65,66,60.476,0.9835514411088382,0.049600000000000005,0.7616731425694707,3896.2717074744696
66,67,60.5594,0.9831958099120355,0.049600000000000005,0.7585378527779882,3878.830399846121
67,68,60.6427,0.9828401787152328,0.049600000000000005,0.7554154688401159,3861.466661442592
68,69,60.726,0.98248454751843,0.049600000000000005,0.7523059376312401,3844.1801491914766
69,70,60.8094,0.9821289163216272,0.049600000000000005,0.7492092062454255,3826.9705215304275
70,71,60.8927,0.9817732851248245,0.049600000000000005,0.746125221994515,3809.8374384005288
71,72,60.976,0.9814176539280218,0.049600000000000005,0.7430539324072318,3792.7805612397033
72,73,61.0594,0.9810170884528685,0.049600000000000005,0.7399952852282882,3775.6266150536035
73,74,61.1427,0.9805983938740581,0.049600000000000005,0.7369492284174959,3758.4801398957616
74,75,61.226,0.9801796992952476,0.049600000000000005,0.7339157101488805,3741.410850934175
75,76,61.3094,0.9797610047164371,0.049600000000000005,0.7308946788098,3724.418403254112
76,77,61.3927,0.9793423101376267,0.049600000000000005,0.7278860830000664,3707.5024534725503
77,78,61.476,0.9789236155588162,0.049600000000000005,0.7248898715310713,3690.6626597314075
78,79,61.5594,0.9785049209800057,0.049600000000000005,0.721905993424915,3673.8986816908123
79,80,61.6427,0.9780862264011952,0.049600000000000005,0.7189343979135391,3657.2101805223915
80,81,61.726,0.9776675318223849,0.049600000000000005,0.7159750344378625,3640.5968189025975
81,82,61.8094,0.9772488372435744,0.049600000000000005,0.7130278526469219,3624.058261006058
82,83,61.8927,0.9768301426647639,0.049600000000000005,0.7100928023970143,3607.594172498959
83,84,61.976,0.9764114480859534,0.049600000000000005,0.7071698337508442,3591.204220532455
84,85,62.0594,0.9759484851566197,0.049600000000000005,0.7042588969766739,3574.725926632291
85,86,62.1427,0.9754676617976802,0.049600000000000005,0.7013599425474777,3558.2572926092917
86,87,62.226,0.9749868384387406,0.049600000000000005,0.6984729211400986,3541.8636684396865
87,88,62.3094,0.974506015079801,0.049600000000000005,0.6955977836344097,3525.544715640392
88,89,62.3927,0.9740251917208613,0.049600000000000005,0.6927344811124782,3509.3000972439577
89,90,62.476,0.9735443683619217,0.049600000000000005,0.6898829648577329,3493.1294777918265
90,91,62.5594,0.9730635450029821,0.049600000000000005,0.6870431863541357,3477.0325233276235
91,92,62.6427,0.9725827216440426,0.049600000000000005,0.6842150972853563,3461.0089013904703
92,93,62.726,0.972101898285103,0.049600000000000005,0.6813986495339494,3445.0582810083333
93,94,62.8094,0.9716210749261633,0.049600000000000005,0.6785937951805364,3429.1803326913982
94,95,62.8927,0.9711402515672237,0.049600000000000005,0.6758004865029908,3413.3747284254796
95,96,62.976,0.9706594282082841,0.049600000000000005,0.6730186759756248,3397.6411416654496
96,97,63.0594,0.9701431722073036,0.049600000000000005,0.6702483162683822,3381.8557314529075
97,98,63.1427,0.9696126206158744,0.049600000000000005,0.667489360246032,3366.093078534625
98,99,63.226,0.969082069024445,0.049600000000000005,0.6647417609673668,3350.402891391328
99,100,63.3094,0.9685515174330157,0.049600000000000005,0.6620054716844046,3334.784840522208
100,101,63.3927,0.9680209658415865,0.049600000000000005,0.6592804458415927,3319.2385979112482
101,102,63.476,0.9674904142501571,0.049600000000000005,0.656566637075016,3303.763837020586
102,103,63.5594,0.9669598626587279,0.049600000000000005,0.6538639992116081,3288.3602327839044
103,104,63.6427,0.9664293110672987,0.049600000000000005,0.6511724862683655,3273.0274615998446
104,105,63.726,0.9658987594758693,0.049600000000000005,0.6484920524515657,3257.7652013254574
105,106,63.8094,0.96536820788444,0.049600000000000005,0.6458226521559877,3242.57313126968
106,107,63.8927,0.9648376562930108,0.049600000000000005,0.6431642399641359,3227.450932186839
107,108,63.976,0.9643071047015814,0.049600000000000005,0.640516770645468,3212.398286270188
108,109,64.0594,0.9637309440553994,0.049600000000000005,0.6378801991556248,3197.263565028847
109,110,64.1427,0.9631363820614782,0.049600000000000005,0.6352544806356639,3182.13821450652
110,111,64.226,0.9625418200675572,0.049600000000000005,0.6326395704112973,3167.0832108241357
111,112,64.3094,0.9619472580736361,0.049600000000000005,0.6300354239921299,3152.0982311268035
112,113,64.3927,0.961352696079715,0.049600000000000005,0.6274419970709034,3137.182954025616
113,114,64.476,0.9607581340857939,0.049600000000000005,0.6248592455227427,3122.337059591057
114,115,64.5594,0.9601635720918729,0.049600000000000005,0.6222871254044046,3107.5602293464244
115,116,64.6427,0.9595690100979517,0.049600000000000005,0.61972559295353,3092.852146261294
116,117,64.726,0.9589744481040307,0.049600000000000005,0.6171746045879,3078.21249474501
117,118,64.8094,0.9583798861101096,0.049600000000000005,0.6146341169046939,3063.640960640204
118,119,64.8927,0.9577853241161884,0.049600000000000005,0.612104086679751,3049.137231216337
119,120,64.976,0.9571907621222674,0.049600000000000005,0.6095844708668348,3034.7009951632854
120,121,65.0594,0.9565470559773326,0.049600000000000005,0.6070752265969008,3020.1767761217234
121,122,65.1427,0.9558835222210377,0.049600000000000005,0.6045763111773678,3005.6583640064755
122,123,65.226,0.9552199884647429,0.049600000000000005,0.6020876820913901,2991.2083026001196
123,124,65.3094,0.9545564547084481,0.049600000000000005,0.5996092969971352,2976.8262751971747
124,125,65.3927,0.9538929209521532,0.049600000000000005,0.5971411137270634,2962.511966541344
125,126,65.476,0.9532293871958584,0.049600000000000005,0.5946830902872096,2948.265062818945
126,127,65.5594,0.9525658534395636,0.049600000000000005,0.5922351848564695,2934.085251652379
127,128,65.6427,0.9519023196832687,0.049600000000000005,0.5897973557858878,2919.9722220936233
128,129,65.726,0.951238785926974,0.049600000000000005,0.5873695615979496,2905.9256646177596
129,130,65.8094,0.9505752521706792,0.049600000000000005,0.5849517609858746,2891.945271116518
130,131,65.8927,0.9499117184143843,0.049600000000000005,0.5825439128129146,2878.030734891867
131,132,65.976,0.9492481846580895,0.049600000000000005,0.5801459761116532,2864.181750649621
132,133,66.0594,0.9485389944341994,0.049600000000000005,0.5777579100833088,2850.2608215662717
133,134,66.1427,0.9478113837334697,0.049600000000000005,0.575379674097041,2836.3508437546275
134,135,66.226,0.94708377303274,0.049600000000000005,0.5730112276892588,2822.5070867024315
135,136,66.3094,0.9463561623320105,0.049600000000000005,0.570652530562932,2808.7292409299453
136,137,66.3927,0.9456285516312808,0.049600000000000005,0.5683035425869062,2795.016998383215
137,138,66.476,0.9449009409305512,0.049600000000000005,0.5659642237952193,2781.3700524275787
138,139,66.5594,0.9441733302298216,0.049600000000000005,0.5636345343864221,2767.788097841197
139,140,66.6427,0.9434457195290918,0.049600000000000005,0.5613144347229007,2754.2708308086244
140,141,66.726,0.9427181088283623,0.049600000000000005,0.5590038853302025,2740.8179489143968
141,142,66.8094,0.9419904981276327,0.049600000000000005,0.5567028468963643,2727.4291511366573
142,143,66.8927,0.9412628874269029,0.049600000000000005,0.5544112802712431,2714.104137840803
143,144,66.976,0.9405352767261733,0.049600000000000005,0.552129146465851,2700.8426107731716
144,145,67.0594,0.9397582768276935,0.049600000000000005,0.5498564066516907,2687.5030307566826
145,146,67.1427,0.938961350451735,0.049600000000000005,0.5475930221600955,2674.170756580271
146,147,67.226,0.9381644240757766,0.049600000000000005,0.5453389544815718,2660.9027049198185
147,148,67.3094,0.9373674976998183,0.049600000000000005,0.5430941652651424,2647.698572957744
148,149,67.3927,0.9365705713238598,0.049600000000000005,0.540858616317696,2634.558059281262
149,150,67.476,0.9357736449479014,0.049600000000000005,0.5386322696033355,2621.4808638759496
150,151,67.5594,0.9349767185719431,0.049600000000000005,0.5364150872427322,2608.4666881193407
151,152,67.6427,0.9341797921959846,0.049600000000000005,0.5342070315124807,2595.515234774548
152,153,67.726,0.9333828658200262,0.049600000000000005,0.532008064844457,2582.6262079839203
153,154,67.8094,0.9325859394440679,0.049600000000000005,0.5298181498251795,2569.7993132627207
154,155,67.8927,0.9317890130681094,0.049600000000000005,0.5276372491951729,2557.0342574928372
155,156,67.976,0.9309920866921509,0.049600000000000005,0.525465325848333,2544.330748916523
156,157,68.0594,0.9301406951650157,0.049600000000000005,0.5233023428312971,2531.540260714182
157,158,68.1427,0.9292673292253018,0.049600000000000005,0.5211482633428135,2518.752399608913
158,159,68.226,0.928393963285588,0.049600000000000005,0.5190030507331166,2506.0269217098903
159,160,68.3094,0.9275205973458741,0.049600000000000005,0.5168666685033029,2493.3635301173217
160,161,68.3927,0.9266472314061602,0.049600000000000005,0.5147390803047102,2480.7619293186617
161,162,68.476,0.9257738654664464,0.049600000000000005,0.5126202499382985,2468.2218251822123
162,163,68.5594,0.9249004995267326,0.049600000000000005,0.5105101413540352,2455.7429249507736
163,164,68.6427,0.9240271335870186,0.049600000000000005,0.5084087186502807,2443.3249372352984
164,165,68.726,0.9231537676473048,0.049600000000000005,0.5063159460731782,2430.967572008601
165,166,68.8094,0.922280401707591,0.049600000000000005,0.5042317880160452,2418.6705405990747
166,167,68.8927,0.9214070357678771,0.049600000000000005,0.5021562090187677,2406.433555684452
167,168,68.976,0.9205336698281632,0.049600000000000005,0.5000891737671965,2394.256331285582
168,169,69.0594,0.9195990062527297,0.049600000000000005,0.4980306470925474,2381.9798073271186
169,170,69.1427,0.9186396116427118,0.049600000000000005,0.49598059397080135,2369.6999875072424
170,171,69.226,0.9176802170326941,0.049600000000000005,0.49393897952210997,2357.4809025382697
171,172,69.3094,0.9167208224226763,0.049600000000000005,0.4919057690102012,2345.322260482428
172,173,69.3927,0.9157614278126583,0.049600000000000005,0.4898809278417885,2333.2237707762683
173,174,69.476,0.9148020332026406,0.049600000000000005,0.4878644215659824,2321.185144224298
174,175,69.5594,0.9138426385926228,0.049600000000000005,0.4858562158737045,2309.2060929926347
175,176,69.6427,0.9128832439826049,0.049600000000000005,0.4838562765971031,2297.2863306027075
176,177,69.726,0.9119238493725871,0.049600000000000005,0.48186456970897273,2285.425571924967
177,178,69.8094,0.9109644547625694,0.049600000000000005,0.4798810613221744,2273.6235331726393
178,179,69.8927,0.9100050601525514,0.049600000000000005,0.47790571768905954,2261.879931895499
179,180,69.976,0.9090456655425336,0.049600000000000005,0.47593850520089587,2250.1944869736776
180,181,70.0594,0.9080165804604868,0.049600000000000005,0.4739793903872951,2238.39512129419
181,182,70.1427,0.906959378185114,0.049600000000000005,0.47202833991564375,2226.585740317818
182,183,70.226,0.9059021759097412,0.049600000000000005,0.4700853205905362,2214.835654150409
183,184,70.3094,0.9048449736343686,0.049600000000000005,0.46815029935320956,2203.1445747383827
184,185,70.3927,0.9037877713589957,0.049600000000000005,0.4662232432809816,2191.512215394903
185,186,70.476,0.9027305690836229,0.049600000000000005,0.46430411958669,2179.938290793507
186,187,70.5594,0.9016733668082503,0.049600000000000005,0.46239289561813496,2168.4225169617625
187,188,70.6427,0.9006161645328774,0.049600000000000005,0.4604895388575239,2156.96461127496
188,189,70.726,0.8995589622575046,0.049600000000000005,0.4585940169209174,2145.5642924498216
189,190,70.8094,0.898501759982132,0.049600000000000005,0.456706297557679,2134.2212805382533
190,191,70.8927,0.8974445577067591,0.049600000000000005,0.454826348649926,2122.9352969211136
191,192,70.976,0.8963873554313864,0.049600000000000005,0.4529541382119831,2111.70606430202
192,193,71.0594,0.895253941797951,0.049600000000000005,0.4510896343898385,2100.3545072991974
193,194,71.1427,0.8940897800661617,0.049600000000000005,0.4492328054606013,2088.988781492247
194,195,71.226,0.8929256183343726,0.049600000000000005,0.44738361983196256,2077.6810370134067
195,196,71.3094,0.8917614566025833,0.049600000000000005,0.4455420460416571,2066.4309891051753
196,197,71.3927,0.890597294870794,0.049600000000000005,0.44370805275692843,2055.2383543719193
197,198,71.476,0.8894331331390049,0.049600000000000005,0.4418816087739959,2044.1028507734854
198,199,71.5594,0.8882689714072157,0.049600000000000005,0.44006268301752344,2033.0241976188377
199,200,71.6427,0.8871048096754264,0.049600000000000005,0.4382512445400911,2022.002115559735
200,201,71.726,0.8859406479436372,0.049600000000000005,0.4364472625216682,2011.0363265844317
201,202,71.8094,0.8847764862118481,0.049600000000000005,0.4346507062690893,2000.1265540114046
202,203,71.8927,0.8836123244800587,0.049600000000000005,0.43286154521553183,1989.2725224831156
203,204,71.976,0.8824481627482695,0.049600000000000005,0.43107974891999584,1978.4739579598004
204,205,72.0594,0.8811995109266568,0.049600000000000005,0.4293052870667864,1967.5419382723385
205,206,72.1427,0.8799167708843657,0.049600000000000005,0.42753812946499775,1956.5905956571664
206,207,72.226,0.8786340308420748,0.049600000000000005,0.4257782460479994,1945.696073290424
207,208,72.3094,0.8773512907997839,0.049600000000000005,0.4240256068729247,1934.8580889520165
208,209,72.3927,0.8760685507574928,0.049600000000000005,0.4222801821201613,1924.0763617825003
209,210,72.476,0.8747858107152019,0.049600000000000005,0.42054194209284423,1913.3506122766612
210,211,72.5594,0.873503070672911,0.049600000000000005,0.41881085721635,1902.6805622771235
211,212,72.6427,0.8722203306306199,0.049600000000000005,0.41708689803779375,1892.0659349679893
212,213,72.726,0.870937590588329,0.049600000000000005,0.4153700352255283,1881.5064548685116
213,214,72.8094,0.8696548505460381,0.049600000000000005,0.4136602395686445,1871.0018478267868
214,215,72.8927,0.868372110503747,0.049600000000000005,0.4119574819764751,1860.5518410134885
215,216,72.976,0.8670893704614561,0.049600000000000005,0.41026173347809897,1850.1561629156201
216,217,73.0594,0.8657124478054853,0.049600000000000005,0.4085729652218487,1839.6144079463868
217,218,73.1427,0.8642975264004793,0.049600000000000005,0.40689114847481944,1829.0476763460058
218,219,73.226,0.8628826049954734,0.049600000000000005,0.4052162546223803,1818.5367662454366
219,220,73.3094,0.8614676835904675,0.049600000000000005,0.40354825516768716,1808.0813971300408
220,221,73.3927,0.8600527621854616,0.049600000000000005,0.40188712173119817,1797.6812898487121
221,222,73.476,0.8586378407804557,0.049600000000000005,0.4002328260501907,1787.3361666074031
222,223,73.5594,0.8572229193754499,0.049600000000000005,0.39858533997828055,1777.045750962683
223,224,73.6427,0.8558079979704438,0.049600000000000005,0.3969446354849428,1766.8097678153251
224,225,73.726,0.854393076565438,0.049600000000000005,0.39531068465503527,1756.6279434039263
225,226,73.8094,0.8529781551604322,0.049600000000000005,0.3936834596883236,1746.5000052985533
226,227,73.8927,0.8515632337554261,0.049600000000000005,0.3920629328990077,1736.4256823944174
227,228,73.976,0.8501483123504203,0.049600000000000005,0.3904490767152513,1726.4047049055869
228,229,74.0594,0.848629525657599,0.049600000000000005,0.3888418636787126,1716.226752292186
229,230,74.1427,0.847068833661336,0.049600000000000005,0.3872412664440771,1706.0189403516756
230,231,74.226,0.8455081416650734,0.049600000000000005,0.38564725777859227,1695.8660857459793
231,232,74.3094,0.8439474496688106,0.049600000000000005,0.38405981056160426,1685.767908993251
232,233,74.3927,0.8423867576725477,0.049600000000000005,0.3824788977840967,1675.7241319813172
233,234,74.476,0.840826065676285,0.049600000000000005,0.3809044925482307,1665.7344779611365
234,235,74.5594,0.8392653736800223,0.049600000000000005,0.37933656806688754,1655.7986715402858
235,236,74.6427,0.8377046816837593,0.049600000000000005,0.377775097663213,1645.916438676486
236,237,74.726,0.8361439896874967,0.049600000000000005,0.37622005477016296,1636.0875066711494
237,238,74.8094,0.834583297691234,0.049600000000000005,0.3746714129300521,1626.3116041629635
238,239,74.8927,0.833022605694971,0.049600000000000005,0.3731291457941031,1616.5884611214997
239,240,74.976,0.8314619136987084,0.049600000000000005,0.3715932271219989,1606.9178088408576
240,241,75.0594,0.8297870765496199,0.054000000000000006,0.338894248784239,1462.562315047637
241,242,75.1427,0.8280661866011202,0.054000000000000006,0.3373760565298547,1452.9906587386417
242,243,75.226,0.8263452966526208,0.054000000000000006,0.3358646655349475,1443.4754092975786
243,244,75.3094,0.8246244067041214,0.054000000000000006,0.33436004533095814,1434.0162534301899
244,245,75.3927,0.8229035167556217,0.054000000000000006,0.332862165585822,1424.6128795172071
245,246,75.476,0.8211826268071223,0.054000000000000006,0.3313709961033569,1415.2649776056328
246,247,75.5594,0.8194617368586229,0.054000000000000006,0.32988650682265497,1405.9722394000607
247,248,75.6427,0.8177408469101232,0.054000000000000006,0.32840866781747635,1396.7343582540473
248,249,75.726,0.8160199569616238,0.054000000000000006,0.32693744929564594,1387.5510291615267
249,250,75.8094,0.8142990670131244,0.054000000000000006,0.3254728215984529,1378.4219487482635
250,251,75.8927,0.8125781770646247,0.054000000000000006,0.3240147552000527,1369.3468152633545
251,252,75.976,0.8108572871161253,0.054000000000000006,0.32256322070687177,1360.325328570776
252,253,76.0594,0.8090128932614012,0.054000000000000006,0.32111818885701526,1351.150923444434
253,254,76.1427,0.8071186707413414,0.054000000000000006,0.3196796305196767,1341.948570552758
254,255,76.226,0.8052244482212817,0.054000000000000006,0.31824751669455126,1332.8015516002354
255,256,76.3094,0.8033302257012221,0.054000000000000006,0.31682181851125063,1323.7095554941689
256,257,76.3927,0.8014360031811621,0.054000000000000006,0.3154025072287214,1314.6722728186562
257,258,76.476,0.7995417806611026,0.054000000000000006,0.31398955423466546,1305.6893958258152
258,259,76.5594,0.7976475581410429,0.054000000000000006,0.3125829310449631,1296.760618427039
259,260,76.6427,0.795753335620983,0.054000000000000006,0.31118260930309916,1287.8856361843145
260,261,76.726,0.7938591131009234,0.054000000000000006,0.30978856077959105,1279.0641463015727
261,262,76.8094,0.7919648905808638,0.054000000000000006,0.30840075737141964,1270.295847616086
262,263,76.8927,0.7900706680608038,0.054000000000000006,0.3070191711014631,1261.5804405899123
263,264,76.976,0.7881764455407443,0.054000000000000006,0.3056437741179324,1252.9176273013832
264,265,77.0594,0.7861498485275952,0.054000000000000006,0.30427453869381027,1244.0976261929075
265,266,77.1427,0.7840698439379832,0.054000000000000006,0.302911437226292,1235.247364802235
266,267,77.226,0.7819898393483715,0.054000000000000006,0.30155444223622896,1226.451431172747
267,268,77.3094,0.7799098347587599,0.054000000000000006,0.30020352636757486,1217.7095161606655
268,269,77.3927,0.7778298301691479,0.054000000000000006,0.2988586623868342,1209.0213123017402
269,270,77.476,0.7757498255795362,0.054000000000000006,0.29751982318251285,1200.3865138024044
270,271,77.5594,0.7736698209899245,0.054000000000000006,0.2961869817645723,1191.804816530977
271,272,77.6427,0.7715898164003125,0.054000000000000006,0.29486011126388484,1183.2759180089079
272,273,77.726,0.7695098118107009,0.054000000000000006,0.29353918493169223,1174.7995174020734
273,274,77.8094,0.7674298072210892,0.054000000000000006,0.2922241761390665,1166.3753155121094
274,275,77.8927,0.7653498026314772,0.054000000000000006,0.29091505837637277,1158.0030147677946
275,276,77.976,0.7632697980418656,0.054000000000000006,0.2896118052527355,1149.6823192164782
276,277,78.0594,0.7610492787999611,0.054000000000000006,0.2883143904955057,1141.202231162722
277,278,78.1427,0.7587720677675057,0.054000000000000006,0.28702278794973196,1132.6904198862014
278,279,78.226,0.7564948567350507,0.054000000000000006,0.2857369715776326,1124.2319689705503
279,280,78.3094,0.7542176457025958,0.054000000000000006,0.28445691545807134,1115.8265711472436
280,281,78.3927,0.7519404346701404,0.054000000000000006,0.28318259378603416,1107.4739208298952
281,282,78.476,0.7496632236376853,0.054000000000000006,0.2819139808721097,1099.173714105358
282,283,78.5594,0.7473860126052304,0.054000000000000006,0.28065105114197086,1090.9256487248583
283,284,78.6427,0.745108801572775,0.054000000000000006,0.2793937791358595,1082.7294240951874
284,285,78.726,0.74283159054032,0.054000000000000006,0.27814213950807315,1074.5847412699331
285,286,78.8094,0.7405543795078651,0.054000000000000006,0.2768961070264541,1066.4913029407574
286,287,78.8927,0.7382771684754097,0.054000000000000006,0.27565565657188074,1058.4488134287178
287,288,78.976,0.7359999574429547,0.054000000000000006,0.27442076313776076,1050.4569786756374
288,289,79.0594,0.7335643161430848,0.054000000000000006,0.27319140182952795,1042.2903993933962
289,290,79.1427,0.7310647548505975,0.054000000000000006,0.2719675478641393,1034.0854941275572
290,291,79.226,0.7285651935581108,0.054000000000000006,0.2707491765695762,1025.9331845013683
291,292,79.3094,0.7260656322656239,0.054000000000000006,0.26953626338434666,1017.8331639386739
292,293,79.3927,0.7235660709731366,0.054000000000000006,0.2683287838569902,1009.7851275546025
293,294,79.476,0.7210665096806498,0.054000000000000006,0.26712671364558516,1001.7887721465682
294,295,79.5594,0.7185669483881629,0.054000000000000006,0.2659300285172575,993.8437961853123
295,296,79.6427,0.7160673870956757,0.054000000000000006,0.26473870434769287,985.9498998059986
296,297,79.726,0.7135678258031889,0.054000000000000006,0.26355271712065,978.1067847993531
297,298,79.8094,0.711068264510702,0.054000000000000006,0.26237204292747635,970.3141546028455
298,299,79.8927,0.7085687032182149,0.054000000000000006,0.26119665796662656,962.5717142919212
299,300,79.976,0.706069141925728,0.054000000000000006,0.26002653854318225,954.8791705712792
300,301,80.0594,0.7034311439219996,0.054000000000000006,0.25886166106837455,947.0498503871418
301,302,80.1427,0.7007372924901042,0.054000000000000006,0.2577020020591086,939.1966547463953
302,303,80.226,0.6980434410582091,0.054000000000000006,0.2565475381374899,931.394814919093
303,304,80.3094,0.6953495896263141,0.054000000000000006,0.2553982460303533,923.6440283790761
304,305,80.3927,0.6926557381944187,0.054000000000000006,0.25425410256879377,915.9439942800656
305,306,80.476,0.6899618867625237,0.054000000000000006,0.2531150846876991,908.2944134466836
306,307,80.5594,0.6872680353306286,0.054000000000000006,0.25198116942528537,900.6949883655179
307,308,80.6427,0.6845741838987333,0.054000000000000006,0.2508523339226335,893.1454231762358
308,309,80.726,0.6818803324668382,0.054000000000000006,0.249728555423229,885.6454236627466
309,310,80.8094,0.6791864810349432,0.054000000000000006,0.24860981127250276,878.1946972444032
310,311,80.8927,0.6764926296030478,0.054000000000000006,0.24749607891737455,870.7929529672558
311,312,80.976,0.6737987781711527,0.054000000000000006,0.24638733590579848,863.439901495351
312,313,81.0594,0.6709663085748446,0.054000000000000006,0.2452835598863101,855.9584185258162
313,314,81.1427,0.6680779123415969,0.054000000000000006,0.24418472860757603,848.455612358779
314,315,81.226,0.6651895161083496,0.054000000000000006,0.2430908199179453,841.0028507385966
315,316,81.3094,0.6623011198751024,0.054000000000000006,0.24200181176500277,833.5998358556844
316,317,81.3927,0.6594127236418548,0.054000000000000006,0.24091768219512472,826.2462715643941
317,318,81.476,0.6565243274086076,0.054000000000000006,0.23983840935303608,818.9418633740837
318,319,81.5594,0.6536359311753603,0.054000000000000006,0.23876397148136994,811.6863184402298
319,320,81.6427,0.6507475349421127,0.054000000000000006,0.2376943469202289,804.4793455555892
320,321,81.726,0.6478591387088655,0.054000000000000006,0.23662951410674854,797.3206551414105
321,322,81.8094,0.6449707424756183,0.054000000000000006,0.2355694515746626,790.2099592386818
322,323,81.8927,0.6420823462423706,0.054000000000000006,0.2345141379538702,783.1469714994328
